geoid,name,estimate_population,estimate_coresident_grandparents_total,estimate_responsible_total,estimate_less_than_six_months,estimate_six_to_eleven_months,estimate_one_or_two_years,estimate_three_or_four_years,estimate_five_plus_years,estimate_not_responsible,moe_population,moe_coresident_grandparents_total,moe_responsible_total,moe_less_than_six_months,moe_six_to_eleven_months,moe_one_or_two_years,moe_three_or_four_years,moe_five_plus_years,moe_not_responsible,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status,pct_responsible,moe_ratio,moe_exceeds_estimate,high_moe_flag,severe_moe_flag,cv_responsible_percent,responsible_ci90_lower,responsible_ci90_upper,pct_responsible_moe,percent_responsible_grandparents_less_than_six_months,percent_responsible_grandparents_less_than_six_months_moe,percent_responsible_grandparents_six_to_eleven_months,percent_responsible_grandparents_six_to_eleven_months_moe,percent_responsible_grandparents_one_or_two_years,percent_responsible_grandparents_one_or_two_years_moe,percent_responsible_grandparents_three_or_four_years,percent_responsible_grandparents_three_or_four_years_moe,percent_responsible_grandparents_five_plus_years,percent_responsible_grandparents_five_plus_years_moe,pct_responsible_ci90_lower,pct_responsible_ci90_upper,pct_responsible_cv_percent,pct_responsible_exclusion,percent_responsible_grandparents_less_than_six_months_ci90_lower,percent_responsible_grandparents_less_than_six_months_ci90_upper,percent_responsible_grandparents_less_than_six_months_cv_percent,percent_responsible_grandparents_less_than_six_months_exclusion,percent_responsible_grandparents_six_to_eleven_months_ci90_lower,percent_responsible_grandparents_six_to_eleven_months_ci90_upper,percent_responsible_grandparents_six_to_eleven_months_cv_percent,percent_responsible_grandparents_six_to_eleven_months_exclusion,percent_responsible_grandparents_one_or_two_years_ci90_lower,percent_responsible_grandparents_one_or_two_years_ci90_upper,percent_responsible_grandparents_one_or_two_years_cv_percent,percent_responsible_grandparents_one_or_two_years_exclusion,percent_responsible_grandparents_three_or_four_years_ci90_lower,percent_responsible_grandparents_three_or_four_years_ci90_upper,percent_responsible_grandparents_three_or_four_years_cv_percent,percent_responsible_grandparents_three_or_four_years_exclusion,percent_responsible_grandparents_five_plus_years_ci90_lower,percent_responsible_grandparents_five_plus_years_ci90_upper,percent_responsible_grandparents_five_plus_years_cv_percent,percent_responsible_grandparents_five_plus_years_exclusion,acs_year,acs_period,acs_product,state_fips,caregivers_per_1000_population,caregivers_per_1000_population_moe,story_scale_exclusion,national_rank_caregiver_count,national_percentile_caregiver_count,national_decile_caregiver_count,eligible_n_caregiver_count,exclusion_reason_caregiver_count,national_rank_caregiving_percent,national_percentile_caregiving_percent,national_decile_caregiving_percent,eligible_n_caregiving_percent,exclusion_reason_caregiving_percent,national_rank_less_than_six_months,national_percentile_less_than_six_months,national_decile_less_than_six_months,eligible_n_less_than_six_months,exclusion_reason_less_than_six_months,national_rank_six_to_eleven_months,national_percentile_six_to_eleven_months,national_decile_six_to_eleven_months,eligible_n_six_to_eleven_months,exclusion_reason_six_to_eleven_months,national_rank_one_or_two_years,national_percentile_one_or_two_years,national_decile_one_or_two_years,eligible_n_one_or_two_years,exclusion_reason_one_or_two_years,national_rank_three_or_four_years,national_percentile_three_or_four_years,national_decile_three_or_four_years,eligible_n_three_or_four_years,exclusion_reason_three_or_four_years,national_rank_five_plus_years,national_percentile_five_plus_years,national_decile_five_plus_years,eligible_n_five_plus_years,exclusion_reason_five_plus_years,national_rank_story_scale_caregiving_percent,national_percentile_story_scale_caregiving_percent,national_decile_story_scale_caregiving_percent,eligible_n_story_scale_caregiving_percent,exclusion_reason_story_scale_caregiving_percent,rank_by_count
1355776,"Norcross city, Georgia",18007,447,59,0,0,0,0,59,388,43,289,94,23,23,23,23,94,269,59,0,Pass,447,0,Pass,13.19910514541387,1.5932203389830508,TRUE,TRUE,TRUE,96.86091898255309,0,153,19.219759265350337,0,38.983050847457626,0,38.983050847457626,0,38.983050847457626,0,38.983050847457626,100,225.31538112384902,0,32.41886441076421,88.52709198342309,Percentage MOE exceeds 50% of estimate,0,38.983050847457626,NA,Unavailable MOE or zero percentage,0,38.983050847457626,NA,Unavailable MOE or zero percentage,0,38.983050847457626,NA,Unavailable MOE or zero percentage,0,38.983050847457626,NA,Unavailable MOE or zero percentage,0,100,136.98202528904812,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,3.2765035819403567,5.220186283967063,Percentage MOE exceeds 50% of estimate,4416,86.13365378612897,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,137
1334876,"Greensboro city, Georgia",3609,153,58,0,0,0,58,0,95,14,128,94,14,14,14,94,14,86,58,0,Pass,153,0,Pass,37.908496732026144,1.6206896551724137,TRUE,TRUE,TRUE,98.53093482707986,0,152,52.61957723052748,0,24.137931034482758,0,24.137931034482758,0,24.137931034482758,100,229.20012907426025,0,24.137931034482758,0,90.52807396255363,84.38855198017325,Percentage MOE exceeds 50% of estimate,0,24.137931034482758,NA,Unavailable MOE or zero percentage,0,24.137931034482758,NA,Unavailable MOE or zero percentage,0,24.137931034482758,NA,Unavailable MOE or zero percentage,0,100,139.3437843457559,Percentage MOE exceeds 50% of estimate,0,24.137931034482758,NA,Unavailable MOE or zero percentage,2024,2020-2024,ACS five-year,13,16.070933776669435,26.04592151129955,Percentage MOE exceeds 50% of estimate,4471,85.98227105312442,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Unavailable MOE or zero percentage,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,143
1346832,"Lithia Springs CDP, Georgia",16875,187,58,51,0,0,0,7,129,1516,187,74,69,23,23,23,18,128,58,0,Pass,187,0,Pass,31.016042780748666,1.2758620689655173,TRUE,TRUE,TRUE,77.56690614046713,0,132,24.575669076098514,87.93103448275862,39.58125519147738,0,39.6551724137931,0,39.6551724137931,0,39.6551724137931,12.068965517241379,26.944951096983573,6.440373704650153,55.59171185684718,48.17167044562687,Percentage MOE exceeds 50% of estimate,48.34977929128124,100,27.366554539990357,Caregiver count MOE exceeds 50% of estimate,0,39.6551724137931,NA,Unavailable MOE or zero percentage,0,39.6551724137931,NA,Unavailable MOE or zero percentage,0,39.6551724137931,NA,Unavailable MOE or zero percentage,0,39.013916614224954,135.73132744092882,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,3.437037037037037,4.374300881827749,Percentage MOE exceeds 50% of estimate,4471,85.98227105312442,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,143
1380704,"Washington city, Georgia",3680,129,58,0,5,0,0,53,71,20,77,48,14,24,14,14,40,75,58,0,Pass,129,0,Pass,44.96124031007752,0.8275862068965517,FALSE,TRUE,TRUE,50.313668847870574,10,106,25.773822486016268,0,24.137931034482758,8.620689655172415,40.75963906897227,0,24.137931034482758,0,24.137931034482758,91.37931034482759,102.34877034207327,19.187417824061253,70.73506279609379,34.850843430452855,Percentage MOE exceeds 50% of estimate,0,24.137931034482758,NA,Unavailable MOE or zero percentage,0,49.38032872414468,287.4491720435789,Percentage MOE exceeds 50% of estimate,0,24.137931034482758,NA,Unavailable MOE or zero percentage,0,24.137931034482758,NA,Unavailable MOE or zero percentage,0,100,68.09378833395213,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,15.76086956521739,13.043197002165217,Percentage MOE exceeds 50% of estimate,4471,85.98227105312442,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,143
1324376,"Dublin city, Georgia",16136,337,57,10,0,8,13,26,280,29,119,48,17,23,13,23,31,106,57,0,Pass,337,0,Pass,16.913946587537094,0.8421052631578947,FALSE,TRUE,TRUE,51.19636479257005,9,105,12.930604947251052,17.543859649122805,25.90829962506066,0,40.35087719298245,14.035087719298245,19.505660364060578,22.807017543859647,35.48698818036098,45.614035087719294,38.50149787890778,3.983341640286042,29.844551534788145,46.477914410737824,Percentage MOE exceeds 50% of estimate,0,43.452159274183465,89.78142823355476,Percentage MOE exceeds 50% of estimate,0,40.35087719298245,NA,Unavailable MOE or zero percentage,0,33.54074808335882,84.49252128987884,Percentage MOE exceeds 50% of estimate,0,58.294005724220625,94.59613413605325,Percentage MOE exceeds 50% of estimate,7.112537208811517,84.11553296662707,51.315891324467444,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,3.5324739712444226,2.974708148496179,Percentage MOE exceeds 50% of estimate,4513,85.82152443972782,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,146
1336416,"Hannahs Mill CDP, Georgia",3230,86,57,0,0,0,51,6,29,618,90,66,14,14,14,64,10,41,57,0,Pass,86,0,Pass,66.27906976744185,1.1578947368421053,TRUE,TRUE,TRUE,70.39500158978383,0,123,32.8421742103876,0,24.561403508771928,0,24.561403508771928,0,24.561403508771928,89.47368421052632,43.2870234682647,10.526315789473683,12.618666892599457,33.43689555705426,99.12124397782945,30.125082105255842,Caregiver count MOE exceeds 50% of estimate,0,24.561403508771928,NA,Unavailable MOE or zero percentage,0,24.561403508771928,NA,Unavailable MOE or zero percentage,0,24.561403508771928,NA,Unavailable MOE or zero percentage,46.186660742261616,100,29.412717138969164,Caregiver count MOE exceeds 50% of estimate,0,23.14498268207314,72.88024509625964,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,17.647058823529413,20.152543781306143,Denominator below story-scale threshold,4513,85.82152443972782,9,32038,Retained,NA,NA,NA,771,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Denominator below story-scale threshold,146
1379612,"Vinings CDP, Georgia",14390,129,57,0,0,0,57,0,72,1402,140,77,23,23,23,77,23,114,57,0,Pass,129,0,Pass,44.18604651162791,1.3508771929824561,TRUE,TRUE,TRUE,82.12750185474779,0,134,35.54314587646284,0,40.35087719298245,0,40.35087719298245,0,40.35087719298245,100,191.04288474162863,0,40.35087719298245,8.64290063516507,79.72919238809075,48.903896295736075,Percentage MOE exceeds 50% of estimate,0,40.35087719298245,NA,Unavailable MOE or zero percentage,0,40.35087719298245,NA,Unavailable MOE or zero percentage,0,40.35087719298245,NA,Unavailable MOE or zero percentage,0,100,116.14582696680584,Percentage MOE exceeds 50% of estimate,0,40.35087719298245,NA,Unavailable MOE or zero percentage,2024,2020-2024,ACS five-year,13,3.9610840861709526,5.337003102344906,Percentage MOE exceeds 50% of estimate,4513,85.82152443972782,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Unavailable MOE or zero percentage,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,146
1320064,"Covington city, Georgia",14584,155,56,0,5,0,0,51,99,30,96,61,23,24,23,23,60,75,56,0,Pass,155,0,Pass,36.12903225806451,1.0892857142857142,TRUE,TRUE,TRUE,66.22386919038915,0,117,32.37417230031206,0,41.07142857142857,8.928571428571429,41.739000743762134,0,41.07142857142857,0,41.07142857142857,91.07142857142857,40.477093450079806,3.7548599577524513,68.50320455837658,54.47723893315785,Percentage MOE exceeds 50% of estimate,0,41.07142857142857,NA,Unavailable MOE or zero percentage,0,50.667572172333564,284.20571938461484,Percentage MOE exceeds 50% of estimate,0,41.07142857142857,NA,Unavailable MOE or zero percentage,0,41.07142857142857,NA,Unavailable MOE or zero percentage,50.59433512134876,100,27.02090643017256,Caregiver count MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,3.8398244651673066,4.182658477155201,Percentage MOE exceeds 50% of estimate,4574,85.64205006554717,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Percentage MOE exceeds 50% of estimate,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,149
1322388,"Denton city, Georgia",222,56,56,0,0,0,0,56,0,188,74,74,14,14,14,14,74,14,56,0,Pass,56,0,Pass,100,1.3214285714285714,TRUE,TRUE,TRUE,80.33715278834096,0,130,186.87822074215902,0,25,0,25,0,25,0,25,100,186.87822074215902,0,100,113.6138910357113,Percentage MOE exceeds 50% of estimate,0,25,NA,Unavailable MOE or zero percentage,0,25,NA,Unavailable MOE or zero percentage,0,25,NA,Unavailable MOE or zero percentage,0,25,NA,Unavailable MOE or zero percentage,0,100,113.6138910357113,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,252.25225225225222,255.8867396188333,Denominator below story-scale threshold,4574,85.64205006554717,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Denominator below story-scale threshold,149
1305344,"Barnesville city, Georgia",6121,73,54,0,0,27,27,0,19,21,63,59,20,20,41,44,20,21,54,0,Pass,73,0,Pass,73.97260273972603,1.0925925925925926,TRUE,TRUE,TRUE,66.42491311628591,0,113,49.565283229396925,0,37.03703703703704,0,37.03703703703704,50,52.729022314458696,50,60.45523460335344,0,37.03703703703704,24.407319510329103,100,40.736098837807795,Percentage MOE exceeds 50% of estimate,0,37.03703703703704,NA,Unavailable MOE or zero percentage,0,37.03703703703704,NA,Unavailable MOE or zero percentage,0,100,64.1139387122066,Percentage MOE exceeds 50% of estimate,0,100,73.50834580387506,Percentage MOE exceeds 50% of estimate,0,37.03703703703704,NA,Unavailable MOE or zero percentage,2024,2020-2024,ACS five-year,13,8.822087894134945,9.63890036415735,Denominator below story-scale threshold,4676,85.31119295836194,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Unavailable MOE or zero percentage,NA,NA,NA,749,Denominator below story-scale threshold,151
1340812,"Ideal city, Georgia",718,64,54,36,0,0,7,11,10,256,60,58,52,14,14,11,16,14,54,0,Pass,64,0,Pass,84.375,1.0740740740740742,TRUE,TRUE,TRUE,65.29906713126412,0,112,44.22480565314667,66.66666666666666,64.38718424891505,0,25.925925925925924,0,25.925925925925924,12.962962962962962,14.869330170561593,20.37037037037037,19.980284426062074,40.15019434685333,100,31.865804725097195,Percentage MOE exceeds 50% of estimate,2.279482417751609,100,58.716942827534666,Percentage MOE exceeds 50% of estimate,0,25.925925925925924,NA,Unavailable MOE or zero percentage,0,25.925925925925924,NA,Unavailable MOE or zero percentage,0,27.832293133524555,69.73645522997353,Percentage MOE exceeds 50% of estimate,0.39008594430829646,40.350654796432444,59.63146569997248,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,75.20891364902508,76.19929053319639,Denominator below story-scale threshold,4676,85.31119295836194,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Denominator below story-scale threshold,151
1357428,"Ocilla city, Georgia",3100,118,52,13,0,0,0,39,66,17,110,84,25,14,14,14,79,60,52,0,Pass,118,0,Pass,44.06779661016949,1.6153846153846154,TRUE,TRUE,TRUE,98.2084113088243,0,136,58.137171096644,25,26.085884550481804,0,26.923076923076923,0,26.923076923076923,0,26.923076923076923,75,91.6644252908691,0,100,80.20571273144087,Percentage MOE exceeds 50% of estimate,0,51.08588455048181,63.436366915708355,Percentage MOE exceeds 50% of estimate,0,26.923076923076923,NA,Unavailable MOE or zero percentage,0,26.923076923076923,NA,Unavailable MOE or zero percentage,0,26.923076923076923,NA,Unavailable MOE or zero percentage,0,100,74.30401813179981,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,16.774193548387096,27.096618054539586,Percentage MOE exceeds 50% of estimate,4795,84.9475622698046,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,153
1315508,"Chatsworth city, Georgia",4893,118,51,0,0,51,0,0,67,29,160,71,14,14,71,14,14,93,51,0,Pass,118,0,Pass,43.22033898305085,1.392156862745098,TRUE,TRUE,TRUE,84.63712757987378,0,122,13.636588205864722,0,27.450980392156865,0,27.450980392156865,100,196.8807116244897,0,27.450980392156865,0,27.450980392156865,29.58375077718613,56.85692718891558,19.181841602339293,Caregiver count MOE exceeds 50% of estimate,0,27.450980392156865,NA,Unavailable MOE or zero percentage,0,27.450980392156865,NA,Unavailable MOE or zero percentage,0,100,119.69497370375942,Percentage MOE exceeds 50% of estimate,0,27.450980392156865,NA,Unavailable MOE or zero percentage,0,27.450980392156865,NA,Unavailable MOE or zero percentage,2024,2020-2024,ACS five-year,13,10.423053341508277,14.510393740571548,Caregiver count MOE exceeds 50% of estimate,4852,84.7540420750359,9,32038,Retained,NA,NA,NA,771,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Unavailable MOE or zero percentage,NA,NA,NA,749,Caregiver count MOE exceeds 50% of estimate,154
1326084,"Eatonton city, Georgia",6515,77,51,0,0,11,11,29,26,26,51,39,20,20,19,18,30,41,51,0,Pass,77,0,Pass,66.23376623376623,0.7647058823529411,FALSE,TRUE,TRUE,46.49081655795884,12,90,25.315157836904806,0,39.21568627450981,0,39.21568627450981,21.568627450980394,33.40489518656656,21.568627450980394,31.20310950534059,56.86274509803921,39.615809344936324,40.91860839686143,91.54892407067103,23.236672218746484,Caregiver count MOE exceeds 50% of estimate,0,39.21568627450981,NA,Unavailable MOE or zero percentage,0,39.21568627450981,NA,Unavailable MOE or zero percentage,0,54.97352263754696,94.15867696785962,Percentage MOE exceeds 50% of estimate,0,52.77173695632098,87.95248396670972,Percentage MOE exceeds 50% of estimate,17.24693575310289,96.47855444297554,42.355855141081925,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,7.82808902532617,5.986104207507252,Denominator below story-scale threshold,4852,84.7540420750359,9,32038,Retained,NA,NA,NA,771,Caregiver count MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Percentage MOE exceeds 50% of estimate,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Denominator below story-scale threshold,154
1333980,"Gordon city, Georgia",2485,84,50,0,0,39,0,11,34,361,50,42,14,14,41,14,13,34,50,0,Pass,84,0,Pass,59.523809523809526,0.84,FALSE,TRUE,TRUE,51.06837388058863,8,92,35.279677543812596,0,28.000000000000004,0,28.000000000000004,78,49.306486388709544,0,28.000000000000004,22,18.289056837354956,24.24413197999693,94.80348706762211,36.03351526388057,Percentage MOE exceeds 50% of estimate,0,28.000000000000004,NA,Unavailable MOE or zero percentage,0,28.000000000000004,NA,Unavailable MOE or zero percentage,28.693513611290456,100,38.43104520202645,Percentage MOE exceeds 50% of estimate,0,28.000000000000004,NA,Unavailable MOE or zero percentage,3.7109431626450444,40.289056837354956,50.540713879511834,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,20.120724346076457,16.64673696411865,Denominator below story-scale threshold,4919,84.52306635869904,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Percentage MOE exceeds 50% of estimate,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Denominator below story-scale threshold,156
1347196,"Loganville city, Georgia",15527,520,50,0,0,0,0,50,470,31,261,57,23,23,23,23,57,264,50,0,Pass,520,0,Pass,9.615384615384617,1.14,TRUE,TRUE,TRUE,69.3070788379417,0,107,9.841914393294253,0,46,0,46,0,46,0,46,100,161.22034611053283,0,19.45729900867887,62.22797458273779,Percentage MOE exceeds 50% of estimate,0,46,NA,Unavailable MOE or zero percentage,0,46,NA,Unavailable MOE or zero percentage,0,46,NA,Unavailable MOE or zero percentage,0,46,NA,Unavailable MOE or zero percentage,0,100,98.0150108610785,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,3.2201970760610545,3.6710190368674422,Percentage MOE exceeds 50% of estimate,4919,84.52306635869904,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,156
1328296,"Experiment CDP, Georgia",3387,109,49,27,0,0,0,22,60,527,81,53,43,14,14,14,33,65,49,0,Pass,109,0,Pass,44.95412844036697,1.0816326530612246,TRUE,TRUE,TRUE,65.75859610474241,0,102,35.331283998081446,55.10204081632652,64.41100896410485,0,28.57142857142857,0,28.57142857142857,0,28.57142857142857,44.89795918367347,46.66085732415063,9.622844442285526,80.28541243844842,47.781808327887674,Percentage MOE exceeds 50% of estimate,0,100,71.06653831677151,Percentage MOE exceeds 50% of estimate,0,28.57142857142857,NA,Unavailable MOE or zero percentage,0,28.57142857142857,NA,Unavailable MOE or zero percentage,0,28.57142857142857,NA,Unavailable MOE or zero percentage,0,91.5588165078241,63.18279830276397,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,14.46708001180986,15.485314137677337,Percentage MOE exceeds 50% of estimate,5000,84.26868094138212,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Percentage MOE exceeds 50% of estimate,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,158
1337564,"Hazlehurst city, Georgia",4092,100,49,0,0,0,0,49,51,16,90,67,14,14,14,14,67,75,49,0,Pass,100,0,Pass,49,1.3673469387755102,TRUE,TRUE,TRUE,83.12879130222153,0,116,50.439964314023854,0,28.57142857142857,0,28.57142857142857,0,28.57142857142857,0,28.57142857142857,100,193.37205852856604,0,99.43996431402385,62.582287563462536,Percentage MOE exceeds 50% of estimate,0,28.57142857142857,NA,Unavailable MOE or zero percentage,0,28.57142857142857,NA,Unavailable MOE or zero percentage,0,28.57142857142857,NA,Unavailable MOE or zero percentage,0,28.57142857142857,NA,Unavailable MOE or zero percentage,0,100,117.56186408328426,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,11.974584555229717,16.373344589209538,Percentage MOE exceeds 50% of estimate,5000,84.26868094138212,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,158
1366276,"Rockmart city, Georgia",5204,281,49,0,0,0,0,49,232,24,181,79,20,20,20,20,79,171,49,0,Pass,281,0,Pass,17.437722419928825,1.6122448979591837,TRUE,TRUE,TRUE,98.01753004291793,0,128,25.772650426489317,0,40.816326530612244,0,40.816326530612244,0,40.816326530612244,0,40.816326530612244,100,228.00586005607042,0,43.21037284641814,89.8549622819487,Percentage MOE exceeds 50% of estimate,0,40.816326530612244,NA,Unavailable MOE or zero percentage,0,40.816326530612244,NA,Unavailable MOE or zero percentage,0,40.816326530612244,NA,Unavailable MOE or zero percentage,0,40.816326530612244,NA,Unavailable MOE or zero percentage,0,100,138.61772033700683,Percentage MOE exceeds 50% of estimate,2024,2020-2024,ACS five-year,13,9.415833973866256,15.180568176534344,Percentage MOE exceeds 50% of estimate,5000,84.26868094138212,9,32038,Retained,NA,NA,NA,771,Percentage MOE exceeds 50% of estimate,NA,NA,NA,48,Unavailable MOE or zero percentage,NA,NA,NA,40,Unavailable MOE or zero percentage,NA,NA,NA,154,Unavailable MOE or zero percentage,NA,NA,NA,114,Unavailable MOE or zero percentage,NA,NA,NA,593,Percentage MOE exceeds 50% of estimate,NA,NA,NA,749,Percentage MOE exceeds 50% of estimate,158
